sign,timestamp,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125
A,2025-12-13T09:51:00.619250,-0.4670514839995307,1.1093940302009142,-1.1811253823074195,0.4732505030950202,-0.19684474679674685,0.9297372128843753,0.6552128666770534,0.12860110208497674,0.7462926133446847,-0.13621225852797583,0.44111773886120687,1.0180209257041462,0.11244326859585332,0.049369976812185114,-0.09949487859464659,-0.6692468038054439,-0.30333359741420823,0.17422711036024777,-0.581254651800405,0.7006397796038932,-0.5238335622474276,-0.9516367899466536,-0.2477933860822503,-0.19873000341809677,-0.24636579099972186,-0.1766737122370286,-0.19408150695364418,-0.44340053141660263,0.058243457332478904,-0.23075510209224112,0.3169182891064212,0.32430629153379575,0.3164974291588488,0.8694754438222034,0.8073845779895695,0.4886462883697068,0.882003298311025,0.9202786659233487,0.06032141271810265,-0.1556355835685445,0.5890211955689592,0.6700046127868822,0.31414813970200794,0.876152415366291,-0.9380375550037932,0.7262544230078537,0.09106428776557043,-0.30601438833001865,-0.06702445089062677,0.9906513372329189,-0.3488232844242557,-0.8696084198439639,-0.27469271717081234,0.8437243416238616,0.45871160910840125,-0.6918392718271219,-0.39121202048390546,0.05508262252760561,0.4188806552255896,-0.11094448481806146,-0.96490992908627,0.11685793015077858,0.6779265306966406,0.4935464745853853,-0.2627245995019141,-0.09603451923666247,0.6472340710142696,0.5919880471953054,-0.09563535504017201,0.3956619581060824,-0.7221156024176872,-0.31750204023137496,-0.04108899511791046,0.2643974556036074,-0.9411859064101209,-0.1806611983205313,0.12510751539534976,-0.009518153485829545,0.8908935813735683,-0.18130536123283572,-0.28510568343855036,0.47566487835943877,0.2329086432403666,0.7309003366930915,-0.2230934986239102,0.905412577100528,-0.7342875488156472,-0.13565934696755322,0.4341232106887951,0.5450130219960144,0.2956383633787105,-0.8504074072774024,-0.3852355592163575,0.4568294260141776,-1.0411239600639959,0.7997873470968748,0.13960102541342215,0.7558673604711202,0.1596819183372121,-0.7982007535948665,0.712852572844178,0.04138884558498886,-0.6740947702783722,0.949957175377857,0.17520384054295324,-1.0693182355801711,0.6899438634870574,0.7731404198275328,-0.9535140856477351,0.1526177030698054,0.1235564651174819,-0.6469704777220938,-0.5520643916789312,0.2875670001678286,0.5664903735081899,-0.37244132016859754,1.0822132532890918,0.8892387412497661,-0.19816596850568985,-0.890826329077994,0.6408468807153442,0.4396459264841801,0.07574614052921028,0.5994044694796481,0.20095052096524485,0.3260822898787833
A,2025-12-13T09:51:00.619250,-0.6305488447000738,1.001838729307035,-1.0881362961041996,0.450869490815292,-0.06284270546199762,0.9303916501803913,0.611757142807849,0.3718253423181786,0.654569521142387,-0.24125235232417663,0.40651775094722814,1.004564585244236,-0.06324765626603832,-0.07489787446856433,-0.24083798924654637,-0.9531753515342236,-0.39819180784899977,0.1198445472258566,-0.6096375417467177,0.845800773005005,-0.4182947516707026,-0.9458506171075618,-0.24558906429391636,-0.19442701190822925,-0.20954786841445924,-0.13138550183331033,-0.0743655039286037,-0.21553365748114406,0.10182407338394131,-0.1615733451004614,0.34424619743744217,0.07048092340343746,0.5336058420073758,0.7308563952434851,0.9596818349945079,0.5212658590479191,0.8198968710907905,0.8701700212206119,0.03773359312524956,-0.23771725145694883,0.5510327410639313,0.6918650834364569,0.20320541227448602,0.7756796420076635,-0.8542796183648682,0.6581980921501382,0.16312668378197231,-0.25027344382149935,-0.08843644000077373,0.7673660201429104,-0.2563038132529665,-1.1517909359454632,-0.41317220545361777,0.6139138579966966,0.41646214553846467,-0.407488868718975,-0.5946804923177357,0.09817946987806325,0.5908669305052994,0.22592817595522782,-0.7778449333344918,0.127826750949645,0.4029409478555907,0.7252104804521015,-0.2732537822230998,-0.07632927950210579,0.706876565980195,0.31373177280863995,-0.15054492955987828,0.2712265474629377,-0.5259711081926481,-0.44584705315853446,0.014359490770995433,0.2091838769258958,-0.7896012680771499,-0.24943890395184004,0.5651467746695487,-0.12880935621884165,0.7843473015669197,-0.16455405797464798,-0.23434769289043145,0.37403446614057934,0.2556234425990771,0.5120505489531182,-0.37415979014279166,0.8403605722456075,-0.5716797146032787,-0.12865262920703274,0.23140631407265455,0.6279095718377902,0.5683157917828938,-0.7457540552867514,-0.3497855963955239,0.6887677384817399,-1.0081355629393718,0.7364755287261832,-0.020415315615739296,0.700637123437312,0.0371888135952777,-0.7276357315463319,0.4591579975457081,0.013663436365256132,-0.4710714290200282,0.7858645190288213,0.2200728313539993,-1.2454458944722355,0.7105685728661082,0.7819972401961988,-0.8679527172861681,0.04914687645486007,0.15075496670964852,-0.4895198401071647,-0.5278165836184582,0.0714760828094041,0.6404277587487597,-0.36991366531272674,1.089755797048144,0.7973164639936668,-0.3407157949788736,-0.8184493710537885,0.37242927035168083,0.460224386582893,0.07784131611675803,0.48836942577646375,0.17165692313799852,0.5697478451445382
A,2025-12-13T09:51:00.619250,-0.38865792869717597,0.9189009396923962,-1.0666210854061375,0.5487342203246287,0.042142953844242714,0.9058290380166126,0.49406985082932653,0.11860636703078399,0.8525913080835827,-0.14550146249895227,0.37187721963321124,0.8024251735272435,0.05720198283388394,-0.07554626916588177,-0.1468149735963675,-0.780616294230518,-0.2647447755449893,-0.02914506095198524,-0.628357615282527,0.665525728590697,-0.6369257128189985,-0.9387201841432826,-0.18146368036137234,-0.18862976845263474,-0.00875264412442929,-0.0006086145977318297,-0.14402764947875582,-0.3674920822734523,0.20916138005348991,-0.3320387041974916,0.4287132196858202,0.13789089557494016,0.40562884234326424,0.6608482177116975,0.5931158539032161,0.46481642079978325,0.8147142475199458,1.1613012637990754,0.0768132794157517,-0.3573778064616721,0.6345007932683243,0.5403142295642414,0.34949177962174666,0.9893560709141364,-0.8324580638998312,0.7476831979537902,0.08113181737012365,-0.444803583235749,-0.09464286089826841,0.7016974683858839,-0.5121007497596656,-0.9387471217296816,-0.408291885110866,0.6398245797797198,0.44592187843842457,-0.5292405335140153,-0.376589303590789,-0.03058649725625133,0.36214431061554725,0.06378987440424791,-0.7867778557679804,0.3380881365336041,0.2524997148335974,0.39585734599536837,-0.3200313550649765,-0.20345926121931748,0.6110648267114334,0.5039502851777113,-0.20786170544846552,0.29013435002432353,-0.572443563819204,-0.04547679678105876,-0.13111043872595343,0.3346952794347901,-0.9668292236395775,0.18012813602999975,0.35098024874076994,-0.26533201419166746,0.7623125289677845,-0.17286161386756033,-0.5160583360318703,0.6789381038458057,0.1763589990093474,0.7426864336340917,-0.2773370215768338,0.8747714838047244,-0.6816188562396656,-0.046040539245502804,0.3536997467179952,0.5309054218397,0.6391203151936865,-0.8222062411680362,-0.3508336269297353,0.7075926398260548,-0.9949952041690545,0.7260922352421306,-0.2916507321942954,0.6416171534769581,0.13370802705308957,-0.7885658114522163,0.5317392517163158,0.07126321633226876,-0.822501333738288,0.7014156232582566,0.2348477102110402,-1.2165856227208522,0.6592841774294581,0.8592937602219594,-0.7711179016683141,0.3802277756181724,0.04454210041563059,-0.5576412008218438,-0.7139891818694988,0.37262538940069434,0.6558721229092691,-0.21860779520006993,1.0713996471854432,0.9477531861885196,-0.16631554278187746,-0.6743812565792537,0.6653440621001947,0.4882564151613894,-0.13762932095658517,0.5487224363759576,0.2192263081398659,0.1727039628676775
A,2025-12-13T09:51:00.619250,-0.3491316255685836,0.955271994981058,-1.2343752448619374,0.5728542679145009,-0.11204085355376761,0.9646198579207776,0.5775982413444309,0.11866118571056991,0.6949227315963825,-0.11951973550690051,0.3928107370668049,1.0932792256120596,-0.023508456611240312,0.10762154344718763,-0.1443019129948963,-0.6072303428685739,-0.4593015834554086,0.03192268216739805,-0.612343744040985,0.7344255096975816,-0.41892513086898164,-1.082964515356836,-0.21513968765070057,-0.23460813728253022,-0.1335135531516363,-0.04533340434388231,-0.2060993110870215,-0.44823993104953813,0.11186915569779557,-0.2988444785129385,0.49871346859959154,0.13398867839643036,0.3532326513839862,0.651738647237358,0.7204169304787014,0.4680161425471387,0.9036974020689071,1.0576374259171764,-0.05185710594932566,-0.47866082446924757,0.6583415093885197,0.6451830375066341,0.22100913741651795,0.7876977682258036,-0.985572778958368,0.7064933351293279,0.14959091930494564,-0.5327369677654771,-0.08815523662576148,0.8372365322254187,-0.5345630554355786,-0.856227111659888,-0.47726049385108643,0.7444747524155236,0.5439349861037447,-0.5996529834809275,-0.42593639256474464,0.13443366013707872,0.21519939233831728,0.07930882776188272,-0.9062568748498319,0.14202769755976818,0.28220254477089735,0.5920868728100175,-0.17417695626434726,-0.07983460770264852,0.8058624705002522,0.6461279935297966,-0.1478551754679589,0.2004836288255745,-0.5271176914953181,-0.41156366652667425,-0.1272762322008933,0.44770018641115145,-0.9327370064968841,-0.23570027503666705,0.4016293664373528,-0.14483854484078143,0.8839738434787019,-0.23699477397962226,-0.41517824053116104,0.3311737462153113,0.1438567181360659,0.4670522924769937,-0.2752634628080702,0.8664148901578702,-0.6029382194146398,-0.2446845645820124,0.3021838210968809,0.4534347066594746,0.6146228907064715,-0.9696065143917157,-0.2825482343615815,0.47528695184643716,-1.1502492376448137,0.6096541036501623,-0.0966281670975163,0.6086904083573883,-0.023759302688252437,-0.8270184079899556,0.5817921625038694,0.0011414078626397432,-0.8019110109912592,0.5632704898829695,0.21825880805515468,-1.1760404894369954,0.7281357348936436,0.7099910998491851,-1.0483838979276716,0.16145859709441143,0.3029485275566245,-0.693669442766844,-0.6013455455013778,0.2201810048901196,0.5402367450483362,-0.17528037257004386,1.1554848462159555,0.7391023735899581,0.10916983829561189,-0.933417711656207,0.6227835190141683,0.6107795547886883,0.15507999847768153,0.5221342476390011,0.2668355474722867,0.37246229611212894
A,2025-12-13T09:51:00.619250,-0.40628491703102826,0.8083998045615735,-1.047738640031933,0.5211948210081808,-0.2053774676543032,0.8588524827593552,0.584007018751822,-0.002401218419831097,0.5895408024019854,-0.17888651566684644,0.46726271731077995,1.0977778152906905,-0.08478966857030044,0.0368276320478529,-0.20694553059161297,-0.9461568045006934,-0.42912645876103284,0.3814436205502066,-0.6031043034706665,0.7269398734683428,-0.5393956038636173,-1.0845688372024544,-0.3211817678098544,-0.31533843993541966,-0.11199959808829445,-0.2596714774905129,0.11436535008056092,-0.33211226673662364,0.16646825538251753,-0.08774719907723257,0.36458754492823847,0.14985646798250757,0.3819157885931462,0.6787471680141535,0.7267783446601945,0.44071370435294366,0.8897323846160237,0.9436917460540742,0.16860379154350724,-0.2606960951209284,0.5336873309656409,0.24390263747972324,0.24332162741345392,0.7116798937671763,-1.042409226603527,0.5219954328356509,0.21354859367949913,-0.3715129662276797,-0.2793464623773083,0.8745635990776762,-0.32181780276642447,-0.9926367245863392,-0.5037266005155031,0.6671692767519412,0.4708005412766622,-0.5637994185942741,-0.1515123573673662,0.08177478865241168,0.40010302986665675,0.05311062796725373,-0.9414159950575696,0.22060313631685574,0.5262642120333243,0.47514450994289803,-0.3993269394145339,-0.02520229158982354,0.7166309280893158,0.5140523137861142,-0.11231054590064155,0.31108819751602934,-0.8166193154855391,-0.28939708553224736,-0.06816490493437141,0.3395189621368082,-0.8243236711835996,-0.19110647829832383,0.19685737400609055,-0.0996411012978882,0.943897260509097,-0.09394064226520765,-0.43064090458777604,0.33954611154389125,0.2477354795614246,0.5435846557079953,-0.16538443028662184,0.958263179672617,-0.5261881934146517,-0.050855199788916325,0.2715368211806823,0.6567498144345976,0.7022515331479784,-0.8648073288798828,-0.38775210622255424,0.7553212900601196,-1.0827431405901125,0.6680205005517837,0.030528777201159096,0.7370002185769158,0.25043949139077903,-0.8580886135238356,0.5803777590339334,-0.06857840174253749,-0.8251278006273416,0.8836899493452942,0.3281085010888233,-1.1015390000673269,0.7349054251022934,0.9331385823640386,-0.916755480477213,0.13425721246194636,0.2082044895968663,-0.8873923268106761,-0.5120055195985105,-0.0024923769677516194,0.730832828037816,-0.3493794939884164,0.9823791587347163,0.660572013078579,-0.11971330531964411,-0.7925358053306852,0.6913048312457206,0.6247476383011421,-0.018664746012044944,0.5347295304692982,0.2510971909248616,0.3450087222759191
A,2025-12-13T09:51:00.619250,-0.5881458627088891,0.9395335845379458,-1.0773683419075388,0.6094449247819229,-0.001400837182292447,0.9558468289637921,0.6182661872560845,-0.001753438039189717,0.543404175685966,-0.18464631388566846,0.33464531558192834,1.0611712759797922,-0.018023282246780098,-0.12287450223960844,-0.2902236847112164,-0.8673448026326732,-0.4225746748730132,0.17311339342796914,-0.5978631548597132,0.6292998083400987,-0.447215253547513,-0.9418583508269738,-0.23049223680366818,-0.34101406082079544,-0.1260332105328437,0.041939305556559565,-0.10765837226070861,-0.3837981995043877,0.10803032838836155,-0.0906703087257582,0.4267401070738629,0.21175572203698156,0.28422390398824926,0.7310713743486326,0.6761564349502117,0.4925937202875199,0.8827834441667023,1.0498883656769977,0.2524873853008832,-0.3145912632726405,0.5582240372818246,0.6272293261462993,0.13982579828774655,0.9380393039176432,-0.7819820385972834,0.7352976650525795,0.1109206448501105,-0.5661052777485259,0.08492302741873912,0.8410468746944013,-0.37133791291438006,-0.9381378191625701,-0.5036743495914406,0.5370396768479018,0.35252182035621776,-0.5633237769216006,-0.44949202130450205,0.05268756949116652,0.3479408726941904,-0.09688975065573835,-0.9036831876832213,0.17492358315091727,0.294663579838484,0.4634952475593448,-0.3800155004834024,-0.008964927618760415,0.7725395085332247,0.4102784910747592,-0.2507930319032229,0.20069976246157945,-0.6666993442031856,-0.25636293263982973,0.0834091462282556,0.37000088006334964,-0.9104870929065269,-0.1317229045766472,0.5158116902471646,-0.1461933761758757,0.8068404187757879,-0.32527399671420865,-0.10754564516447146,0.41777972593970786,0.21251325312725838,0.6732087668256407,-0.42203261713183277,1.0962404907168524,-0.620333254996991,0.09025020860677221,0.3341731048581982,0.4603544957367619,0.44565900787721907,-0.6472551460403924,-0.26523303621457717,0.5498658392963891,-0.9890957194097558,0.6264748254672985,-0.2640250745335093,0.7190845527039774,0.000974923747783657,-0.8319658525523825,0.6029752556241286,-0.08451509447861587,-0.7442179093537276,0.9608259510450856,0.3295127733908111,-1.1027398582249526,0.7693932618665827,0.9626462576834702,-0.864578690190241,0.2810300533476572,0.04779613948173653,-0.6075164838712837,-0.6809697382298002,0.15379215499513302,0.612849555664258,-0.3021178140525502,1.2600152917587957,0.9075004751238457,-0.22975978137068465,-0.8381020842576766,0.5895521289590245,0.4115502496338256,0.13121540954248198,0.5114999731460942,0.2611370736442894,0.2765710706499368
A,2025-12-13T09:51:00.619250,-0.4984576334194358,0.8314725717630639,-1.2740274584596911,0.5180702136452146,0.0036381839334701793,0.7471577558609643,0.7700844448863235,0.24463678610956513,0.8896799297828837,-0.24850206540799616,0.3525454182363933,0.9793466927719037,-0.03583692207538859,0.03662507391924938,-0.15372168896597221,-0.7215164933027127,-0.36862329946752526,0.02813649935292259,-0.3826860829347994,0.7744832651769509,-0.6115816902889364,-0.9382664891447929,-0.13538962527107232,-0.23375120576209002,-0.16183490433607056,-0.031746624146444136,-0.08239725278835407,-0.3824635719077395,-0.04124559122149034,0.028174921330311173,0.4163141321717733,0.047951240848542284,0.437763105977777,0.6174021872362117,0.8019332170309098,0.36600386393016926,0.893121109698246,1.081913532089082,0.19222120962359576,-0.29919761300171055,0.3652972436560059,0.45010458450273094,0.19016987337996763,0.7759274279588284,-0.8835893080724738,0.4743124628192411,0.11058737398628678,-0.5286121530527499,-0.08734843750049136,0.7721004189679593,-0.270357047490838,-1.0679864209469523,-0.40987053257520645,0.8257324271380662,0.5126218863824907,-0.5949333800241285,-0.3389745104580737,0.0033548803676055894,0.4222316672343493,-0.23516253925380343,-0.8140818137990218,0.2498317160098089,0.3562940580759831,0.5699776961652833,-0.09118797135202544,-0.16786620531613997,0.7359234014138305,0.43186615100257425,-0.1792572748920024,0.3948623637020532,-0.7259026115881432,-0.2857310963765997,0.13381427859997952,0.47579341483311094,-0.9413975115575128,-0.13289952678224426,0.3062783544484924,-0.31467067822526174,0.6994156492736331,-0.18664768577985086,-0.15606775863423056,0.37432685844836777,0.3293589991914669,0.4281769413687594,-0.34716477330473927,0.9578319058908905,-0.5294756394895132,-0.14752250909778067,0.29937384627433566,0.4578396203487386,0.4219811188316377,-0.6239880407702842,-0.39583320966786895,0.52447195106108,-1.1227153552364353,0.7625241297102126,0.026099339904125635,0.7321580867405569,0.14295966913836575,-0.7926494753351302,0.5801026915655616,0.08015404526361579,-0.5613466437140567,0.9331314503122903,0.16708055113867704,-1.0859278768882212,0.7297834831196167,0.8900254457645213,-0.8649841913548203,0.26385345413257205,0.04427651954136337,-0.7784699294865494,-0.7316078515046418,0.31765162970993766,0.6156283040985897,-0.193620004673994,1.1322307649557617,0.7481380072584692,-0.08702490448809445,-0.8085180941795532,0.5342417941929533,0.6216187730751781,-0.03343761288416123,0.5056044909182718,0.29457604185993314,0.21215868963291692
A,2025-12-13T09:51:00.619250,-0.5604232214773291,0.9916309559644525,-1.0319197357262917,0.41414728087819375,0.03664535852326681,0.9340227146975628,0.6468413147835793,0.2555492385190112,0.5811862216857684,-0.2967293987412899,0.28654171901797365,0.9118756158530785,0.049228858116683816,-0.037674178991923934,-0.010587318808125828,-0.5997447262086588,-0.24812779860304424,0.2991147926760689,-0.5273285095442802,0.8601922289853596,-0.6348081965239353,-0.8862630017387971,-0.04649246631730905,-0.3031200037961391,-0.07050642244473532,0.02193613888115436,-0.4493238378453796,-0.3775447596007439,-0.12336797641799008,-0.05805515333379818,0.31695241256442225,0.1677263019076275,0.4408730118912102,0.5581437634050828,0.7682803917391334,0.46707857221650206,0.7889696725906266,1.1124465940514483,0.12004127607707385,-0.34376336380662115,0.46752411293740037,0.33853845775690106,0.17244893769058905,0.7127961939500123,-0.8405189337459424,0.517835937162523,0.06157435023780845,-0.2903238430899296,0.12401290853800744,0.8914115822587027,-0.45483331744383004,-0.9206563683928696,-0.3077246338700087,0.49771014811813574,0.39149814058060156,-0.6531499085562813,-0.3606367561651806,0.11187793206147376,0.41430717260613875,0.08945163440712121,-0.7931731069368918,0.38643132683056675,0.3878712000468586,0.5020557118290386,-0.3435329084251638,-0.1562404448358479,0.7192113736347274,0.48395939818472855,-0.14789619853393238,0.19039253125040578,-0.5504691222912899,-0.4071388370413905,-0.07454477017990872,0.3402148692101065,-0.7909367060122864,-0.17367027544021205,0.22836810492063253,-0.28311785303743303,0.9047686690655417,-0.30090198867594753,-0.12069146144532553,0.66572368630136,0.15030718469472457,0.4872643729079041,-0.3903762343130995,1.015012108158616,-0.6544424220185102,-0.13872953796841844,0.2521462708635991,0.7064057715650387,0.42110631378965796,-0.8565700989926968,-0.321469029040629,0.5201943752614255,-1.3442312163721646,0.82238570160729,-0.10216555648758972,0.8879667459199677,0.24988732392188068,-0.9432043583457677,0.6667331529080331,-0.05088392045684934,-0.6645277673675409,0.7813093405669538,0.32162753465295846,-1.03356007337903,0.672752041108898,0.7964944352232426,-0.8888824173101816,0.36471381919130874,0.038613566053399856,-0.6742642065931608,-0.7631634238669524,0.1990026245980039,0.5280247511202347,0.010389821724346826,1.3031656925072925,0.8105104493228881,-0.3126042808330044,-0.6353714607708332,0.5534878205099548,0.6572920901485421,-0.11909041072970843,0.6906570347217489,0.20572182237325232,0.5191372620048375
A,2025-12-13T09:51:00.619250,-0.580408223338622,0.9165426302466397,-1.0934869537012508,0.47306189601450305,-0.20838410808943714,0.7085765788198268,0.7016723679274305,-0.10908065463075571,0.7391523418205023,-0.06360151603812275,0.17066688582110312,1.000552114515158,0.053288108818557056,-0.020385853627720864,-0.20879681032562752,-0.906236464965588,-0.47274859624292015,0.1575528794857984,-0.5373378938828258,0.7603386093650885,-0.6220402123752193,-0.9276316302085217,-0.2741049256542924,-0.13039195390955094,-0.14551190059581734,-0.10032059773672247,0.16243823728879914,-0.21606633655393692,0.22795396203973264,-0.0640197235152485,0.46190980814462756,-0.0028756335997345422,0.3318100739476485,0.6633692012555599,0.769953441252018,0.7297275544990791,0.6589459753299688,0.8653112832992244,0.0587457156081123,-0.05009800887312427,0.5822274671237878,0.5372083740776705,0.500854497690369,0.8017128741510721,-0.8961067532422429,0.655997573455623,0.0404919325865207,-0.3571534897892465,-0.08727727546873536,0.7747784119495077,-0.3210868050210398,-0.9551376743173947,-0.4787411232885254,0.7116543181372211,0.48570281133017035,-0.7993486104115698,-0.3034484787581578,-0.18114641314383179,0.5121262211219505,0.12709074337150905,-0.8989819639071404,0.25028341061876025,0.39724474998029,0.5263671321725378,-0.35333734250147497,0.028881526134462973,0.5808995481762764,0.675615619096755,-0.27993358747227465,0.3394886775593456,-0.6513458359425595,-0.23596953288569694,0.014145518200842696,0.4202723085591181,-0.9791131244123046,0.04516230673447977,0.2833099538716404,-0.21067646703119966,0.7459509759395779,-0.28877581636000976,-0.32364893027943314,0.4831093932588682,0.3867305704725271,0.5184739468191687,-0.18186810638479992,1.1038575618789317,-0.517897946950067,0.06560937004985706,0.3364133160925813,0.490521892012915,0.4688207914809037,-0.6716802919148998,-0.4169211992204024,0.6887384317153976,-1.2527418149195402,0.7737132111204964,0.025915523475288138,0.7839230129525443,0.007809354125939,-0.8527153717787475,0.4992587591439673,-0.021623400352900495,-0.4679830895417833,0.6977207388528756,0.4353293698489463,-1.1404338529556568,0.9371794626320156,0.9747923385445796,-0.8078874253049426,0.18960413561041556,0.08541149712421969,-0.7203657997918668,-0.5949691741056813,0.19890130470873227,0.5408495270671162,-0.002003213394578318,1.150178780999868,0.9311445879145219,-0.08623786507478454,-0.8308469660759773,0.6088559250385002,0.41581112625874495,0.0061485859166825856,0.704219502785677,0.3310375136597187,0.4452723904152517
A,2025-12-13T09:51:00.619250,-0.31852963483633634,0.819867743717112,-1.1514243959916284,0.59138748882825,0.01099748354861467,0.9742771195495675,0.6011863973610618,0.12480096263216307,0.6076472210617874,-0.14779571358217383,0.4383942632220006,0.9621005076472307,-0.020225847254628698,0.059503766772121006,-0.11419844998562287,-0.7381837701927609,-0.39834323401589417,0.2870337687668697,-0.38317533440144863,0.6827101823604963,-0.5708249747808127,-0.907391042096154,-0.12093770991770668,-0.3598108486133199,0.04468985162039216,-0.05046532166354695,-0.4025515443680159,-0.4644154720985609,-0.06861994472308036,-0.1266533217431798,0.3358969616312054,0.1498452043240625,0.44658885189798025,0.5629237220309264,0.7383008440543202,0.6378050348898893,0.8918698145265842,0.9436816807955829,0.2647474179045736,-0.37869169135952135,0.613067358210002,0.5717589471086372,0.26191155882002903,0.90287371719774,-0.7958200291112425,0.6831463634097619,0.27445142386586197,-0.26759797221464654,-0.021898471935346484,0.6667124950227199,-0.5356841094015632,-1.0486480402225107,-0.4552146795575429,0.6308817431051734,0.40259842199768225,-0.5054143256931126,-0.24914369610031029,-0.1206202330886034,0.3688482529194028,0.08631349536165527,-0.8381470184400088,0.11890769127556368,0.527085176881013,0.21166648984909453,-0.16028744363754258,-0.27696664315157277,0.7365209868537079,0.6018233544445568,-0.19662184981628675,0.31316421818816437,-0.7867495244892331,-0.41463956578713973,-0.10842936865607779,0.3985582246992133,-0.8783601098245987,-0.18183069082910636,0.39076611711129544,-0.15552151760129868,0.746502124122093,-0.28659275768108655,-0.17391233804477696,0.4646174200686997,0.29992794977029724,0.5643104337431976,-0.18021441618417494,0.9267896038274515,-0.37538967102166454,-0.2231232052299717,0.2587303716670287,0.7745450021044976,0.5375291374077354,-0.7323276537747692,-0.5470856348792676,0.5577410375887595,-1.1053730407079756,0.575967108781235,-0.03166883517623554,0.5799192232668959,0.07602636113238787,-0.9086291681374974,0.5027177133745664,-0.07026119287463442,-0.4615297232549006,0.8432247523936849,0.1992435262762444,-1.1291226032592394,0.8164640741254436,0.6778625648107925,-0.8617574943497098,0.2607390807855009,0.20221201581506104,-0.6097350780344617,-0.723584384153687,0.1952932410703185,0.6178169981844247,-0.08243026913318921,1.1203908004020569,0.8100791481686126,-0.1443457795693711,-0.7466420304297594,0.4268074631619987,0.408318893477139,0.13315984744660833,0.5907731668661507,0.210863953032838,0.34301436388075496
